Kuerzel	Name	Beschreibung	Dauer	Kosten	Ziel	Zeit	Ziel	Probe1	Probe2	Probe3
SPELL_291	Steinwand	Der Spruch erschafft eine Wand aus Erz. Der Zauberer muss einen Mittelpunkt auf festem Grund und innerhalb der Reichweite benennen, von dem aus sich die Wand geradlinig mit einer Länge von QS x 2 Schritt ausbreitet. Den exakten Verlauf durch den Mittelpunkt kann der Zauberer festlegen. Die Höhe der Barriere beträgt 3 Schritt, die Tiefe 1 Schritt. Man kann sie nur aufgerichtet platzieren, nicht flach hinlegen oder schräg stellen. Enge Räumlichkeiten können die Ausbreitung der Wand einschränken. Eine Zerstörung der Wand ist nicht möglich, da sich entstehende Lücken auf der Stelle schließen. Das Überklettern der Wand erfordert eine gelungene Probe auf *Klettern*, die um 2 erschwert ist, deren Misslingen einen Sturz aus 3 Schritt nach sich zieht. Der Mittelpunkt kann auf einem Schiff oder einem ähnlich großen Objekt platziert werden, sodass sich die Wand damit fortbewegt.	4 Aktionen	16 AsP	8 Schritt	30 Kampfrunden	Zone	MU	KL	CH
SPELL_292	Tiere besprechen	Ein Tier erhält innerhalb von 6 Minuten nach dem Wirken des Zaubers verlorene LeP in Höhe der verwendeten AsP zurück. Für jede QS sinkt die Zeit um 1 Minute (bei 0 Minuten heilt das Tier diceAmountblicklich). Wird der Zauber vor dem Ablauf der durch den Konstitutionswert angegebenen Frist für den Tod eines Tiers begonnen, kann es gerettet werden. Wird der Zauber jedoch unterbrochen, überlebt der Patient danach nur noch die verbliebenen Kampfrunden.	16 Aktionen	1 AsP pro LeP, mindestens jedoch 4 AsP	Berührung	sofort	Tiere	MU	IN	CH
SPELL_293	Unentflammbarkeit	Wirkt die Hexe den Zauber auf sich, erhält sie QS x 5 RS gegen Feuer. Ausgenommen hiervon ist magisches Feuer (siehe **Aventurische Magie II** Seite **93**). Auch einen Sturz in glühende Lava übersteht die Hexe nicht. Die Kleidung und Ausrüstung der Hexe ist von der Wirkung nicht betroffen und brennt ganz normal. Die Hexe kann zwar den Status *Brennend* erleiden, allerdings fügt er ihr keinen Schaden zu, solange der Zauber wirkt.	8 Aktionen	4 AsP (Aktivierung des Zaubers) + 2 AsP pro 10 Minuten	selbst	aufrechterhaltend	Kulturschaffende	MU	IN	KO
SPELL_294	Ungeschickt	Alle Fertigkeitsproben, bei denen mindestens einmal auf Gewandtheit gewürfelt wird, sind um die QS/2 erschwert.	4 Aktionen	8 AsP	Berührung	15 Minuten	Lebewesen	MU	IN	CH
SPELL_295	Verunsicherung	Alle Fertigkeitsproben, bei denen mindestens einmal auf Intuition gewürfelt wird, sind um die QS/2 erschwert.	4 Aktionen	8 AsP	Berührung	15 Minuten	Lebewesen	MU	IN	CH
SPELL_296	Wasserpfeil	Der Pfeil eines Bogens oder der Bolzen einer Armbrust wird mit elementarer Kraft gestärkt. Trifft er einen Gegner, erhält dieser während der Wirkungsdauer 1 Stufe des Zustands *Betäubung*. Zudem zählt der Pfeil als magische Waffe. Die magische Wirkung entlädt sich bei einem Treffer diceAmountblicklich, sodass das Geschoss die Wirkung nicht mehrfach anrichten kann. Die Zustandsstufe hält auch nach dem Ende der Wirkungsdauer an.	2 Aktionen	2 AsP	Berührung	QS x 2 Kampfrunden	Objekte	IN	CH	FF
SPELL_297	Weiches Erstarre	Um einen Punkt innerhalb der Reichweite bildet sich eine Zone aus, in der sämtliche Flüssigkeit erstarrt. Dadurch ist es beispielsweise möglich, eine Wasserfläche zu überqueren. Lebewesen werden sofort aus der Flüssigkeit verdrängt und damit nicht Teil der erstarrten Flüssigkeit. Je nach QS kann der Zauberer eine bestimmte Menge an Raumschritt verdicken.	5 Minuten	4 AsP + 1 AsP pro Rechtsschritt	16 Schritt	QS x 2 Minuten	Zone	MU	KL	KK
SPELL_298	Welle der Reinigung	Der Zauber tötet QS x Grundgröße kleine Schwarmtiere, die sich innerhalb der Angriffsdistanz des Zauberers befinden. Näheres zu den Schwarmregeln siehe **Aventurische Magie II** Seite **223**.	4 Aktionen	8 AsP	selbst	sofort	Zone	MU	KL	KK
SPELL_299	Welle des Schmerzes	Der Zauber erschafft eine Welle der Agonie. Alle Lebewesen in der Umgebung erleiden dadurch 1 Stufe des Zustands *Schmerz*, solange sie sich nicht weiter als QS x 2 Schritt vom Zauberer entfernt befinden und keine ZK aufweisen, die die mehr als QS/2 beträgt.	4 Aktionen	32 AsP	selbst	sofort	Kulturschaffende	MU	KL	KK
SPELL_300	Wellenlauf	Dem Zauberer ist eine problemlose Überquerung von Wasserflächen möglich. Er kann dafür seine normale GS verwenden und wird nicht durch Strömung oder Wellengang behindert. Ein absichtliches Eintauchen wird durch den Zauber nicht verhindert, ebenso wie Stürze von mindestens 1 Schritt Höhe zu einem Eintauchen führen. Mithilfe 1 freien Aktion kann der Zauberer wieder an die Oberfläche gelangen und auf dem Wasser stehen.	16 Aktionen	8 AsP	selbst	QS x 3 Minuten	Kulturschaffende	MU	KL	GE
SPELL_301	Wipfellauf	Dem Zauberer ist eine problemlose Überquerung von Oberflächen des Elements Humus möglich, seien es Sümpfe oder dicht bewachsene Flächen (etwa das Blätterdach eines Waldes). Seine GS wird durch die Beschaffenheit des Untergrunds nicht vermindert, außerdem wird er weder einsinken noch einbrechen noch ausrutschen.	16 Aktionen	8 AsP	selbst	QS x 3 Minuten	Kulturschaffende	MU	KL	GE
SPELL_302	Wüstenlauf	Dem Zauberer ist eine problemlose Überquerung von Oberflächen des Elements Erz möglich, seien es Steinwüsten, Geröll- bzw. Treibsandfelder oder Steinflächen mit einem Steigungsgrad von bis zu 45 Grad. Seine GS wird durch die Beschaffenheit des Untergrunds nicht vermindert, außerdem wird er weder einsinken noch einbrechen noch ausrutschen.	16 Aktionen	8 AsP	selbst	QS x 3 Minuten	Kulturschaffende	MU	KL	GE
SPELL_303	Zauberpferd herbeirufen	Neben dem Zauberer manifestiert sich ein Zauberpferd von den Inseln im Nebel. Das Tier steht zwar nicht unter magischer Kontrolle, ist aber zutraulich und kann ganz normal geritten oder für andere Zwecke eingesetzt werden. Das Pferd wird vom Zauberer nicht erschaffen, sondern durch den Limbus an seine Seite teleportiert. Nach QS Stunden wird das Tier wieder an seinen Ursprungsort transportiert, selbst wenn es in der Zwischenzeit verstorben ist. Gleiches gilt für eventuell abgetrennte oder entnommene Körperteile. Sollten sich am Ende der Wirkungsdauer noch Reiter oder Ausrüstung auf dem Pferd befinden, fallen diese zu Boden. Der Zauberer ruft kein bestimmtes Pferd von den Inseln, sondern ein zufällig bestimmtes.	16 Aktionen	16 AsP	1 Schritt	sofort	Lebewesen (Zauberpferd)	KL	IN	CH
SPELL_304	Adamantium	Der Adamantium verschafft einem Objekt bis zur Größe einer Truhe QS x 25 % zusätzliche Strukturpunkte. Sollte es während der Wirkungsdauer Strukturpunkte verlieren, werden zunächst die dazugewonnenen abgezogen. Waffen und Rüstungen können von dem Ritual nicht betroffen sein.	5 Minuten	4 AsP	Berührung	QS Stunden	Objekte (profane Objekte bis zur Größe einer Truhe)	KL	IN	KO
SPELL_305	Animatio	Das verzauberte Objekt wiederholt auf einen bestimmten Auslöser hin eine festgelegte Bewegung für maximal 5 Minuten. Möglich ist dadurch beispielsweise eine Schatulle, die sich auf ein Fingerschnippen hin öffnet, oder ein Rad, das mit einem Klatschen der Hände zum Drehen gebracht werden kann. Die gewünschte Bewegung muss dabei während der Verzauberung festgelegt werden, eine nachträgliche Modifizierung ist nicht möglich. Soll etwa eine Karaffe auf einen Befehl hin die vorhandenen Krüge mit Wein füllen, müssen diese stets am gleichen Ort stehen, da der Inhalt ansonsten vergossen wird. Außerdem sind nur solche Bewegungen möglich, die der Zauberer mit seinem eigenen Geschick und seiner eigenen Kraft vollziehen kann. Bei dem Auslöser muss es sich um ein akustisches Signal oder eine einfache Bewegung handeln. Das Objekt darf maximal 5 Stein wiegen. Wird das Objekt von einer Person festgehalten oder von einem anderen Objekt blockiert, wirkt der Animatio nur, wenn sein Gewicht sowie die Kraft, die gegen ihn wirkt, 5 Stein nicht überschreiten. Der Animatio endet auch, wenn die Strukturpunkte eines Objekts unter die Hälfte sinken. Der Animatio kann nicht dazu eingesetzt werden, Sammelproben abzulegen.	30 Minuten	8 AsP	Berührung	QS x 3 Tage	Objekte	KL	IN	GE
SPELL_306	Band der Freundschaft	Dieser ursprünglich elfische Freundschaftszauber (eine lange Version des Bannbaladins für Gäste des Elfendorfes) weckt in seinem Ziel Sympathien und Freundschaft für den Zaubernden. Die genaue Wirkung ist davon abhängig, wie das Ziel anfangs zum Zaubernden steht. Pro QS verbessert sich die Verbindung zwischen den beiden um eine Stufe. Ist der Zaubernde dem Ziel vorher unbekannt, bewegt sich die Einstellung des Ziels meist zwischen Stufe 4 (Abneigung) und Stufe 6 (Zuneigung). Vorteile wie Gutaussehend oder Nachteile wie Vorurteile gegenüber demZaubernden können diesen ersten Eindruck je nach Situation um eine oder mehr Stufen modifizieren.	30 Minuten	8 AsP	8 Schritt	QS Tage	Kulturschaffende	IN	CH	CH
SPELL_307	Bärenruhe	Das Ritual versetzt einen freiwilligen Kulturschaffenden in einen tiefen Schlaf, aus dem er erst am Ende der Wirkungsdauer erwacht oder durch grobes Wecken gerissen werden kann. Während der Wirkungsdauer werden die Auswirkungen aller Zustände, Status, Gifte und Krankheiten unterbrochen, ebenso kommt es zu keiner Alterung.	5 Minuten	8 AsP	selbst	QS Tage	Kulturschaffende	MU	IN	KO
SPELL_308	Blick in die Vergangenheit	Die Sicht des Zauberers wird in die Vergangenheit seines derzeitigen Aufenthaltsorts versetzt. Dabei handelt es sich um einen kontinuierlichen, mit einer Geschwindigkeit von einem Jahr pro Minute rückwärts laufenden Fluss. Im Laufe einer Stunde sieht er also die Ereignisse der vergangenen sechs Jahrzehnte an sich vorbeiziehen. Aufgrund der Schnelligkeit der wahrgenommenen Bilder ist es nicht möglich, Gesichter wahrzunehmen, wohl aber andere Details. Im Zweifelsfall entscheidet eine Probe auf *Sinnesschärfe (Wahrnehmen)* erschwert um 3, ob der Zauberer das sieht, was er sucht.	30 Minuten	32 AsP	selbst	QS x 30 Minuten	Kulturschaffende	MU	KL	IN
SPELL_309	Brandform	Innerhalb eines Radius von QS Schritt vermag der Zauberer, das Element Feuer zu verformen, solange es nicht Teil eines Wesens ist (etwa bei einem Feuerdschinn). Auf diesem Wege können beispielsweise feurige Monumente erschaffen oder Säulen aus glühenden Kohlen errichtet werden. Der Prozess geht dabei nur langsam vonstatten. Soll das Feuer in eine bestimmte Richtung geformt werden, dauert dies 1 KR pro Schritt Fortbewegung. Am Ende der Wirkungsdauer ist das Verformte wieder den normalen Gesetzen der Natur ausgeliefert.	5 Minuten	16 AsP	selbst	QS x 10 Minuten	Zone	KL	FF	KK
SPELL_310	Custodosigil	Ein maximal truhengroßes Behältnis, das über ein Schloss verfügt, wird mit einem magischen Schutz ausgestattet. Versucht jemand anderes als der Zauberer, es zu öffnen, wird er von einem Flammenstoß getroffen. Dieser verursacht (QS + 2) x 2 Trefferpunkte und entzündet bei 1-3 auf 1W6 eventuell vorhandene brennbare Kleidung des Öffnenden, wodurch dieser den Status *Brennend* auf kleiner Fläche erhält. Nach der ersten Auslösung endet die Wirkungsdauer vorzeitig.	5 Minuten	8 AsP	Berührung	QS Monate	Objekte	MU	KL	FF
SPELL_311	Destructibo	Mit diesem Ritual ist es möglich, Zauberspeicher- Artefakte zu entzaubern. Die Zauberkräfte des Artefakts verflüchtigen sich, wodurch es wieder zu einem rein profanen Gegenstand wird. Pro 30 Minuten (die Ritualdauer) können QS permanente AsP von einem Gegenstand genommen werden. Der Gegenstand ist erst dann von Magie befreit, wenn alle permanenten AsP gelöscht sind. Dies erfordert ggf. mehrere, direkt aufeinander folgende Destructibo-Sitzungen. Sollte der Zauberer unterbrochen werden oder nicht alle permanenten AsP zerstört werden, misslingt der Zauber insgesamt und der Gegenstand behält alle seine permanenten AsP.<br>	30 Minuten	16 AsP + so viele permanente AsP, wie im Zielobjekt gespeichert sind	Berührung	permanent	Objekte (magische Objekte)	KL	KL	FF
SPELL_312	Eins mit der Natur	Der Zauberer erhält während der Wirkungsdauer die SF *Geländekunde* für ein beliebiges Gelände. Besitzt er die SF bereits, so verdoppelt sich der Bonus, den er auf die Talente erhält.	5 Minuten	16 AsP	selbst	QS Stunden	Kulturschaffende	MU	IN	KO
SPELL_313	Ergebenheit der Wogen	Der Zauberer verwandelt sich in Wasser. Während der Wirkungsdauer ist er zu keinen körperlichen oder geistigen Handlungen fähig und behält keine Erinnerung an die Zeit der Verwandlung zurück. Dafür sind sämtliche körperlichen Prozesse ausgesetzt, er benötigt also weder Nahrung noch Atemluft, unterliegt nicht der Wirkung von Giften und Krankheiten und ist keinerlei Alterung ausgesetzt. Der verwandelte Körper ist nicht zu zerstören, da er sich auf eine unzusammenhängende Masse verteilt. Deren Teile ziehen sich zwar gegenseitig an, werden also nicht durch Strömungen auseinandergezogen, können aber auch ohne Nachteile vorübergehend voneinander getrennt werden. Selbst ein Verdampfen, Vereisen oder Kondensieren fügt keinen Schaden zu. Liegt eine solche Trennung jedoch zum Zeitpunkt der Rückverwandlung vor, fehlt dem Zauberer ein entsprechend großer Teil seines Körpers.<br>	30 Minuten	32 AsP	selbst	QS x 3 Tage	Kulturschaffende	MU	IN	KO
SPELL_314	Erhabenheit des Marmors	Der Zauberer verwandelt sich in eine steinerne Statue. Während der Wirkungsdauer ist er zu keinen körperlichen oder geistigen Handlungen fähig und behält keine Erinnerung an die Zeit der Verwandlung zurück. Dafür sind sämtliche körperlichen Prozesse ausgesetzt, er benötigt also weder Nahrung noch Atemluft, unterliegt nicht der Wirkung von Giften und Krankheiten und ist keinerlei Alterung ausgesetzt. Wird er angegriffen, kann er wie eine normale Statue aus Stein zerstört werden.<br>	30 Minuten	32 AsP	selbst	QS x 3 Wochen	Lebewesen	MU	IN	KO
SPELL_315	Felsenform	Innerhalb eines Radius von QS Schritt vermag der Zauberer, alle Materie des Elements Erz zu verformen, solange sie nicht Teil eines Wesens ist (etwa eines Erzdschinns). Auf diesem Wege können beispielsweise Steine zu einer Wand zusammengefügt oder die Pfeiler einer Brücke zum Einsturz gebracht werden. Der Prozess geht dabei nur langsam vonstatten. Soll der Fels in eine bestimmte Richtung geformt werden, dauert dies 1 KR pro Schritt Fortbewegung. Am Ende der Wirkungsdauer ist das Verformte wieder den normalen Gesetzen der Natur ausgeliefert.	5 Minuten	32 AsP	selbst	QS x 10 Minuten	Zone	KL	FF	KK
SPELL_316	Freiheit der Wolken	Der Zauberer verwandelt sich in Dampf oder Rauch. Während der Wirkungsdauer ist er zu keinen körperlichen oder geistigen Handlungen fähig und behält keine Erinnerung an die Zeit der Verwandlung zurück. Dafür sind sämtliche körperlichen Prozesse ausgesetzt, er benötigt also weder Nahrung noch Atemluft, unterliegt nicht der Wirkung von Giften und Krankheiten und ist keinerlei Alterung ausgesetzt. Der verwandelte Körper ist nicht zu zerstören, da er sich auf eine unzusammenhängende Masse verteilt. Deren Teile ziehen sich zwar gegenseitig an, werden also nicht durch Wind auseinandergezogen, können aber auch ohne Nachteile vorübergehend voneinander getrennt werden. Liegt eine solche Trennung jedoch zum Zeitpunkt der Rückverwandlung vor, fehlt dem Zauberer ein entsprechend großer Teil seines Körpers.<br>	30 Minuten	32 AsP	selbst	QS x 3 Wochen	Lebewesen	MU	IN	KO
SPELL_317	Geisterruf	Der Zauberer ruft einen niederen Geist einer verstorbenen Person innerhalb eines Radius von 49 Schritt herbei. Details zur **Kunst der Geisterbeschwörung** finden sich auf **Aventurische Magie** Seite **58**.	5 Minuten	8 AsP	8 Schritt	sofort	Geister	MU	CH	KO
SPELL_318	Geisterbeschwörung	Der Zauberer ruft einen mittleren Geist einer verstorbenen Person innerhalb eines Radius von 49 Schritt herbei. Details zur **Kunst der Geisterbeschwörung** finden sich auf **Aventurische Magie** Seite **58**.	2 Stunden	16 AsP	8 Schritt	sofort	Geister	MU	CH	KO
SPELL_319	Gletscherform	Innerhalb eines Radius von QS Schritt vermag der Zauberer alle Materie des Elements Eis zu verformen, solange sie nicht Teil eines Wesens ist (etwa eines Eisdschinns). Auf diesem Wege können beispielsweise Eisbrocken zu einer Wand zusammengefügt oder eine Behausung aus gepresstem Schnee errichtet werden. Der Prozess geht dabei nur langsam vonstatten. Soll das Eis in eine bestimmte Richtung geformt werden, dauert dies 1 KR pro Schritt Fortbewegung. Am Ende der Wirkungsdauer ist das Verformte wieder den normalen Gesetzen der Natur ausgeliefert.	5 Minuten	16 AsP	selbst	QS x 10 Minuten	Zone	KL	FF	KK
SPELL_320	Klarheit des Eises	Der Zauberer verwandelt sich in eine Statue aus purem Eis. Während der Wirkungsdauer ist er zu keinen körperlichen oder geistigen Handlungen fähig und behält keine Erinnerung an die Zeit der Verwandlung zurück. Dafür sind sämtliche körperlichen Prozesse ausgesetzt, er benötigt also weder Nahrung noch Atemluft, unterliegt nicht der Wirkung von Giften und Krankheiten und ist keinerlei Alterung ausgesetzt. Wird er angegriffen, kann er wie ein normales Objekt aus Eis zerstört werden.<br>	30 Minuten	32 AsP	selbst	QS x 3 Wochen	Lebewesen	MU	IN	KO
SPELL_321	Körperlose Reise	Der Zauberer trennt seinen Geist von seinem Körper und kann sich auf diesem Wege mit einer GS von QS x 3 fortbewegen, feste Objekte halten den Geisterkörper jedoch auf. Er behält dabei Sicht, Gehör und Geruch, vermag jedoch nicht, mit seiner Umgebung zu interagieren, was auch das Wirken von Magie ausschließt. Ein Eindringen in Bereiche, in denen Magie im Allgemeinen sowie Zauber des Merkmals Sphären im Speziellen unterbunden oder zumindest erschwert werden, ist nur möglich, wenn die erreichten QS die QS der zu überwindenden Wirkung übersteigen. Während der Wirkungsdauer bemerkt der Zauberer nicht, was mit seinem bewusstlosen Körper geschieht, selbst wenn dieser Schaden erleidet. Stirbt der Körper, wird der Geist zu einer Gefesselten Seele (siehe **Aventurische Magie II** Seite **225**). Gleiches geschieht, wenn der Geist nicht vor Ende der Wirkungsdauer in den Körper zurückkehrt, der daraufhin als leere Hülle verendet.	30 Minuten	8 AsP (Aktivierung des Zaubers) + 4 AsP pro 10 Minuten	selbst	aufrechterhaltend	Kulturschaffende	MU	KL	IN
SPELL_322	Madas Spiegel	Blickt der Zauberer auf eine Wasserfläche, vermag er darin eine mit ihm befreundete Person seiner Wahl zu erkennen. Als befreundet zählen Familienmitglieder, andere Helden und weitere gute Freunde, nicht aber der nette Tavernenwirt, den man erst seit ein paar Tagen kennt. Der Zauberer sieht dabei lediglich den Körper der Person in Frontalsicht und kann daher nur dessen derzeitige Bewegungen, die getragene Kleidung und den körperlichen Zustand bestimmen. Den Hintergrund der Person sieht der Zauberer nicht. Ist die Person verstorben, sieht er stattdessen ihre Leiche oder ihr Grab. Ist die Person weiter als QS x 50 Meilen vom Zauberer entfernt, scheitert der Zauber automatisch. Gleiches geschieht, wenn die Person vor Magie im Allgemeinen oder Zaubern des Merkmals Hellsicht im Speziellen geschützt ist und die erreichten QS die QS der Schutzwirkung nicht übersteigen.	5 Minuten	8 AsP	selbst	QS x 3 Kampfrunden	Kulturschaffende	MU	KL	IN
SPELL_323	Nekropathia	Der Zauberer trennt seinen Geist von seinem Körper und kann sich mit ihm in eines der Totenreiche begeben. Dadurch ist es ihm möglich, mit den dort weilenden Seelen zu kommunizieren. Es dauert 5 Minuten, eine Seele ausfindig zu machen oder ihre Abwesenheit festzustellen, während die Kommunikation in normaler Sprachgeschwindigkeit erfolgt. Der Zauberer muss zu Beginn festlegen, in welches der Totenreiche er reisen möchte, denn ein späterer Wechsel ist nicht möglich. Befindet sich die gesuchte Seele nicht in dem ausgewählten Totenreich, muss der Zauber also erneut gewirkt werden, um die Reise fortzusetzen. Eine Reise an Orte außerhalb der Totenreiche, beispielsweise die zwölfgöttlichen Paradise oder die Niederhöllen, ist nicht möglich. Während der Wirkungsdauer bemerkt der Zauberer nicht, was mit seinem bewusstlosen Körper geschieht, selbst wenn dieser Schaden erleidet. Stirbt der Körper, kehrt der Geist zwar in die dritte Sphäre zurück, wird jedoch zu einer Gefesselten Seele (siehe **Aventurische Magie II** Seite **225**). Gleiches geschieht, wenn der Geist nicht vor Ende der Wirkungsdauer in den Körper zurückkehrt, der daraufhin als leere Hülle verendet.<br>	30 Minuten	16 AsP	selbst	QS x 10 Minuten	Kulturschaffende	MU	KL	CH
SPELL_324	Pflanzenform	Innerhalb eines Radius von QS Schritt vermag der Zauberer alle Materie des Elements Humus zu verformen, solange sie nicht Teil eines Wesens ist (etwa eines Humusdschinns). Auf diesem Wege kann beispielsweise ein Graben gezogen oder ein Baum über einen Abgrund gebogen werden. Der Prozess geht dabei nur langsam vonstatten. Soll die Erde in eine bestimmte Richtung geformt werden, dauert dies 1 KR pro Schritt Fortbewegung. Am Ende der Wirkungsdauer ist das Verformte wieder den normalen Gesetzen der Natur ausgeliefert.	5 Minuten	16 AsP	selbst	QS x 10 Minuten	Zone	KL	FF	KK
SPELL_325	Reinheit der Lohe	Der Zauberer verwandelt sich in reines Feuer. Während der Wirkungsdauer ist er zu keinen körperlichen oder geistigen Handlungen fähig und behält keine Erinnerung an die Zeit der Verwandlung zurück. Dafür sind sämtliche körperlichen Prozesse ausgesetzt, er benötigt also weder Nahrung noch Atemluft, unterliegt nicht der Wirkung von Giften und Krankheiten und ist keinerlei Alterung ausgesetzt. Der verwandelte Körper ist nicht zu zerstören, da er sich auf eine unzusammenhängende Masse verteilt, kein Brennmaterial und keinen Sauerstoff benötigt und nicht durch Luftzüge zum Erlöschen gebracht wird. Es besteht jedoch die Möglichkeit, die Flammen mit Wasser, Sand oder ähnlichen Materialien aktiv zu löschen, was zum Tod des Zauberers führt.<br>	30 Minuten	32 AsP	selbst	QS x 3 Wochen	Lebewesen	MU	IN	KO
SPELL_326	Ruf der Feenwesen	Ein zufällig ausgewähltes, mittleres Feenwesen aus einem Umkreis von 7 Meilen kommt zum Zauberer und ist in der Regel bereit, ihm zu Diensten zu sein. Deteils zur Herbeirufung und dem Umgang mit Feen finden sich im Abschnitt **Die Kunst der Feenherbeirufung** ab **Aventurische Magie II** Seite **58**.	2 Stunden	16 AsP	8 Schritt	sofort	Feenwesen	MU	CH	KO
SPELL_327	Seelenwanderung	Der Zauberer tauscht seine Seele mit der des Ziels. Dadurch übernimmt er dessen Körper, während das Ziel in den Körper des Zauberers einfährt. Beide Beteiligten behalten ihre eigenen geistigen Eigenschaften und Fertigkeiten. Nur die körperlichen Eigenschaften und daraus abgeleitete Werte entsprechen jenen des neuen Körpers. Stirbt einer der Körper, werden die beiden Seelen sofort zurück getauscht.<br>	8 Stunden	64 AsP	Berührung	QS Tage	Kulturschaffende	MU	CH	KO
SPELL_328	Standhafter Wächter	Alle Verteidigungen des Ziels sind um 1 erleichtert, unabhängig davon, ob es Angriffe pariert oder ihnen ausweicht.	5 Minuten	8 AsP	selbst	QS x 10 Minuten	Kulturschaffende	MU	IN	GE
SPELL_329	Transmutare	Der Zauberer kann das Äußere seines Körpers beliebig umformen, solange es im möglichen Rahmen seiner Spezies bleibt. Dies schließt Gesichtsform, Hautfarbe, Augenfarbe, Haarfarbe sowie Haarlänge ein, nicht jedoch Stimme, Geruch, Größe und Gewicht. Das Geschlecht bleibt gleich. Seine Werte ändern sich dadurch allerdings nicht. Auch Vor- und Nachteile wie Gutaussehend und Hässlich lassen sich dadurch nicht verändern. Alterserscheinungen können allerdings vermieden werden, da die Haut gestrafft werden kann und selbst Altersflecken verschwinden.	2 Stunden	32 AsP	selbst	QS x 3 Wochen	Kulturschaffende	IN	CH	KO
SPELL_330	Traumgestalt	Der Zauberer dringt in die Träume des Ziels ein und kann diese manipulieren. Mehr zu **Traumwelten** findet sich in **Aventurische Magie** auf Seite **57**.	5 Minuten	8 AsP	4 Schritt	QS x 10 Minuten	Lebewesen	MU	IN	CH
SPELL_331	Überlegener Krieger	Alle Proben auf AT oder FK des Ziels sind um 1 erleichtert.	5 Minuten	8 AsP	selbst	QS x 30 Minuten	Kulturschaffende	MU	IN	GE
SPELL_332	Weisheit der Bäume	Der Zauberer verwandelt sich in einen beliebigen Baum und verwurzelt mit dem Untergrund, solange dies durch die Bodenbeschaffenheit möglich ist. Während der Wirkungsdauer ist er zu keinen körperlichen oder geistigen Handlungen fähig und behält keine Erinnerung an die Zeit der Verwandlung zurück. Dafür sind sämtliche körperlichen Prozesse ausgesetzt, er benötigt also keine Atemluft, unterliegt nicht der Wirkung von Giften und Krankheiten und ist keinerlei Alterung ausgesetzt. Wird er angegriffen, kann er wie ein normaler Baum zerstört werden. Dies schließt die Möglichkeit ein, dem Baum Wasser und Nährstoffe zu entziehen und ihn dadurch langsam absterben zu lassen.<br>	30 Minuten	32 AsP	selbst	QS x 3 Wochen	Lebewesen	MU	IN	KO
SPELL_334	Wogenform	Innerhalb eines Radius von QS Schritt vermag der Zauberer, alle Materie des Elements Wasser zu verformen, solange sie nicht Teil eines Wesens ist (etwa eines Wasserdschinns). Auf diesem Weg können z. B. Fontänen oder trockene Passagen durch einen Bach erschaffen werden. Der Prozess geht dabei nur langsam vonstatten. Soll das Wasser in eine bestimmte Richtung geformt werden, dauert dies 1 KR pro Schritt Fortbewegung. Am Ende der Wirkungsdauer ist das Verformte wieder den normalen Gesetzen der Natur ausgeliefert.	5 Minuten	16 AsP	selbst	QS x 10 Minuten	Zone	KL	FF	KK
SPELL_335	Zaubernahrung	Der Zauberer erschafft ein sättigendes Elfenbrot aus dem Nichts, das seinen Hunger zu stillen vermag. Durch den Zauber kann er Nahrung für QS Tage erzeugen. Die Nahrung sättigt nur den Zauberer selbst. Sie darf nicht eingelagert werden, sondern muss nach und nach als Reiseproviant verzehrt werden, sonst verliert sie ihre Wirkung.<br>	5 Minuten	8 AsP	selbst	QS Tage	Objekte	MU	IN	KO
SPELL_336	Zauberschnurren	Die Hexe beginnt, ein kaum wahrnehmbares Schnurren von sich zu geben, welches die meisten Kulturschaffenden als angenehm und beruhigend empfinden. Derjenige, den die Hexe während der Wirkungsdauer des Zaubers zudem berührt, erhält Boni. Diese Boni sind kumulativ.	5 Minuten	8 AsP	4 Schritt	sofort	Kulturschaffende	MU	IN	CH
SPELL_337	Zauberwesen der Natur	Ein zufällig ausgewähltes, niederes Feenwesen aus einem Umkreis von 7 Meilen kommt zum Zauberer und ist in der Regel bereit, ihm zu Diensten zu sein. Details zur Herbeirufung und dem Umgang mit Feen finden sich im Abschnitt **Die Kunst der Feenherbeirufung** in **Aventurische Magie II** ab Seite **58**.	5 Minuten	8 AsP	8 Schritt	sofort	Feenwesen	MU	CH	KO
SPELL_338	Zauberzwang	Dem Ziel kann ein einzelner Auftrag gegeben werden. Es steht dem Ziel frei, ob und wie es ihn befolgt. Handelt es ihm jedoch zuwider, erleidet es 2 Stufen des Zustands *Schmerz*, die erst verschwinden, wenn es sich wieder seiner Aufgabe widmet. Zudem verliert es in diesem Fall zu Beginn jeder Stunde 1 LeP. Notwendige Nebentätigkeiten wie Essen, Schlafen oder Ausruhen zählen nicht als Zuwiderhandlung, sehr wohl aber absichtliches Verzögern oder das Reisen in die falsche Richtung. Vollzieht das Ziel eine Handlung, die das Erfüllen des Auftrags unmöglich macht oder eine Erfüllung extrem unwahrscheinlich erscheinen lässt, wird der Zauberzwang dennoch nicht aufgehoben. Das Ziel leidet weiterhin unter den Auswirkungen. Dies gilt auch, wenn es indirekt, aber absichtlich eine Unmöglichkeit herbeiführt, nicht jedoch, wenn sie ohne Zutun des Ziels auftritt. Beispiele für eine Unmöglichkeit umfassen das Zerstören eines zu beschützenden Objekts oder Warnen einer zu tötenden Person, die sich daraufhin versteckt und nicht mehr auffindbar ist.<br>	2 Stunden	16 AsP	Berührung	QS x 3 Tage	Kulturschaffende	MU	KL	CH
